jurisdiction,year,ipcc_code,Product,tax_rate_incl_ex_kusd,ets_price_kusd,jurtype
Denmark,1992,1A1A1,Coal,23.71261328333423,NA,country
Denmark,1992,1A1A1,Natural gas,23.71261328333423,NA,country
Denmark,1992,1A1A1,Oil,23.71261328333423,NA,country
Denmark,1992,1A1A3,Coal,23.71261328333423,NA,country
Denmark,1992,1A1A3,Natural gas,23.71261328333423,NA,country
Denmark,1992,1A1A3,Oil,23.71261328333423,NA,country
Denmark,1992,1A1B,Coal,23.71261328333423,NA,country
Denmark,1992,1A1B,Natural gas,23.71261328333423,NA,country
Denmark,1992,1A1B,Oil,23.71261328333423,NA,country
Denmark,1992,1A1C,Coal,23.71261328333423,NA,country
Denmark,1992,1A1C,Natural gas,23.71261328333423,NA,country
Denmark,1992,1A1C,Oil,23.71261328333423,NA,country
Denmark,1992,1A2A,Coal,11.856306641667114,NA,country
Denmark,1992,1A2A,Natural gas,11.856306641667114,NA,country
Denmark,1992,1A2A,Oil,11.856306641667114,NA,country
Denmark,1992,1A2B,Coal,11.856306641667114,NA,country
Denmark,1992,1A2B,Natural gas,11.856306641667114,NA,country
Denmark,1992,1A2B,Oil,11.856306641667114,NA,country
Denmark,1992,1A2C,Coal,11.856306641667114,NA,country
Denmark,1992,1A2C,Natural gas,11.856306641667114,NA,country
Denmark,1992,1A2C,Oil,11.856306641667114,NA,country
Denmark,1992,1A2D,Coal,11.856306641667114,NA,country
Denmark,1992,1A2D,Natural gas,11.856306641667114,NA,country
Denmark,1992,1A2D,Oil,11.856306641667114,NA,country
Denmark,1992,1A2E,Coal,11.856306641667114,NA,country
Denmark,1992,1A2E,Natural gas,11.856306641667114,NA,country
Denmark,1992,1A2E,Oil,11.856306641667114,NA,country
Denmark,1992,1A2F,Coal,11.856306641667114,NA,country
Denmark,1992,1A2F,Natural gas,11.856306641667114,NA,country
Denmark,1992,1A2F,Oil,11.856306641667114,NA,country
Denmark,1992,1A2G,Coal,11.856306641667114,NA,country
Denmark,1992,1A2G,Natural gas,11.856306641667114,NA,country
Denmark,1992,1A2G,Oil,11.856306641667114,NA,country
Denmark,1992,1A2H,Coal,11.856306641667114,NA,country
